ticker,company_name,sector,sub_sector,industry,sub_industry,sub_industry_code,index_membership,listing_date,listing_board,shares_outstanding,market_cap
KONI,Perdana Bangun Pusaka Tbk,Industrials,Industrial Services,Commercial Services,Office Supplies,C223,"COMPOSITE, DBX, IDXINDUST, ISSI",,Development,312000000,770640000000
KOPI,Mitra Energi Persada Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution,A112,"COMPOSITE, DBX, IDXENERGY, ISSI",2015-05-04,Development,697266668,147820533616
KOTA,DMS Propertindo Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, IDXCYCLIC, ISSI, MBX",2019-07-09,Main,10546185701,1550289298047
KPIG,MNC Tourism Indonesia Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, IDX80, IDXCYCLIC, IDXESGL, IDXSMC-COM, IDXV30, ISSI, JII70, KOMPAS100, MBX",2000-03-30,Main,107312842189,8906965901687
KRAS,Krakatau Steel (Persero) Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Iron & Steel,B144,"COMPOSITE, DBX, IDXBASIC, IDXSMC-COM",2010-11-10,Development,19346396900,4333592905600
KREN,Quantum Clovera Investama Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,"COMPOSITE, IDXTECHNO, ISSI",2002-06-28,Watchlist,18208470100,236710111300
KRYA,Bangun Karya Perkasa Jaya Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, DBX, IDXINFRA",2022-07-25,Development,1663943474,98172664966
KSIX,Kentanix Supra International T,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT",2025-01-08,Development,2137831800,607144231200
KUAS,Ace Oldfields Tbk.,Industrials,Industrial Goods,Building Products & Fixtures,Building Products & Fixtures,C121,"COMPOSITE, DBX, IDXINDUST, ISSI",2021-10-25,Development,1292808150,117645541650
LABA,Green Power Group Tbk.,Industrials,Industrial Goods,Machinery,Industrial Machinery & Components,C143,"COMPOSITE, DBX, IDXINDUST",2021-06-10,Development,1103402553,104823242535
LABS,UBC Medical Indonesia Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment & Supplies,Healthcare Supplies & Distributions,F112,"COMPOSITE, DBX, IDXHEALTH, ISSI",2024-07-10,Development,3950000000,596450000000
LAJU,Jasa Berdikari Logistics Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, DBX, IDXTRANS, ISSI",2023-01-27,Development,2149942974,141896236284
LAND,Trimitra Propertindo Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",,Development,2792620000,209446500000
LAPD,Leyand International Tbk.,Consumer Non-Cyclicals,Food & Staples Retailing,Food & Staples Retailing,Supermarkets & Convenience Store,D113,"COMPOSITE, DBX, IDXNONCYC",2001-07-17,Development,3966350139,245913708618
LCGP,Eureka Prima Jakarta Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT",2007-07-13,Watchlist,5630000914,641820104196
LCKM,LCK Global Kedaton Tbk.,Infrastructures,Telecommunication,Wireless Telecommunication Services,Wireless Telecommunication Services,J321,"COMPOSITE, DBX, IDXINFRA",2018-01-16,Development,1000000000,109000000000
LEAD,Logindo Samudramakmur Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution,A112,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM",2013-12-11,Development,5799616328,643757412408
LFLO,Imago Mulia Persada Tbk.,Consumer Cyclicals,Household Goods,Household Goods,Home Furnishings,E211,ABX,2021-04-07,Acceleration,1307734937,635559179382
LIFE,MSIG Life Insurance Indonesia,Financials,Insurance,Insurance,Life Insurance,G413,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",2019-07-09,Development,2100000000,12180000000000
LINK,Link Net Tbk.,Infrastructures,Telecommunication,Telecommunication Service,Wired Telecommunication Service,J311,"COMPOSITE, DBX, IDXINFRA, IDXSMC-COM",2014-06-02,Development,2863195484,4022789655020
LION,Lion Metal Works Tbk.,Industrials,Industrial Services,Commercial Services,Office Supplies,C223,"COMPOSITE, DBX, IDXINDUST, ISSI",,Development,520160000,185176960000
LIVE,Homeco Victoria Makmur Tbk.,Consumer Cyclicals,Household Goods,Household Goods,Housewares & Specialties,E213,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",2024-02-12,Development,4593005014,964531052940
LMAS,Limas Indonesia Makmur Tbk,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting,I121,"COMPOSITE, IDXTECHNO",2001-12-28,Watchlist,787851525,39392576250
LMAX,Lupromax Pelumas Indonesia Tbk,Consumer Cyclicals,Automobiles & Components,Auto Components,Auto Parts & Equipment,E111,ABX,,Acceleration,650008775,71500965250
LMPI,Langgeng Makmur Industri Tbk.,Consumer Cyclicals,Household Goods,Household Goods,Housewares & Specialties,E213,"COMPOSITE, DBX, IDXCYCLIC, ISSI",1994-10-17,Development,1008517669,142200991329
LMSH,Lionmesh Prima Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Iron & Steel,B144,"COMPOSITE, IDXBASIC, ISSI",1990-06-04,Watchlist,96000000,24576000000
LOPI,Logisticsplus International Tb,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,ABX,2023-10-11,Acceleration,1100011289,68200699918
LPCK,Lippo Cikarang Tbk,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT, IDXSMC-COM, ISSI, MBX",1997-07-24,Main,5134685692,2772730273680
LPGI,Lippo General Insurance Tbk.,Financials,Insurance,Insurance,General Insurance,G412,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",1997-07-22,Development,3000000000,1845000000000
LPIN,Multi Prima Sejahtera Tbk,Consumer Cyclicals,Automobiles & Components,Auto Components,Auto Parts & Equipment,E111,"COMPOSITE, DBX, IDXCYCLIC, ISSI",1990-02-05,Development,425000000,179350000000
LPKR,Lippo Karawaci Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT, IDXSMC-COM, MBX",1996-06-28,Main,70898018369,4253881102140
LPLI,Star Pacific Tbk,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",1989-10-23,Development,1170432803,285585603932
LPPF,MDS Retailing Tbk.,Consumer Cyclicals,Retailing,Department Stores,Department Stores,E731,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI, MBX",1989-10-09,Main,2227279280,3463419280400
LPPS,Lenox Pasifik Investama Tbk.,Financials,Holding & Investment Companies,Holding & Investment Companies,Investment Companies,G512,"COMPOSITE, DBX, IDXFINANCE",1994-03-28,Development,2588250000,207060000000
LRNA,Eka Sari Lorena Transport Tbk.,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation,K132,"COMPOSITE, DBX, IDXTRANS, ISSI",2014-04-15,Development,350000022,64050004026
LSIP,PP London Sumatra Indonesia Tb,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, ESGSKEHATI, IDXNONCYC, IDXSHAGROW, IDXSMC-COM, IDXSMC-LIQ, IDXVESTA28, ISSI, JII70, MBX",1996-07-05,Main,6819963965,9752548469950
LTLS,Lautan Luas Tbk.,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,B111,"COMPOSITE, IDXBASIC, IDXSMC-COM, ISSI, MBX",1997-07-21,Main,1560000000,1294800000000
LUCK,Sentral Mitra Informatika Tbk.,Technology,Technology Hardware & Equipment,Computer Hardware,Computer Hardware,I221,"COMPOSITE, DBX, IDXTECHNO, ISSI",2018-11-28,Development,715749640,78732460400
LUCY,Lima Dua Lima Tiga Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants,E515,ABX,2021-05-05,Acceleration,1514773893,369604829892
MABA,Marga Abhinaya Abadi Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, IDXCYCLIC",2017-06-22,Watchlist,15365229912,768261495600
MAGP,Multi Agro Gemilang Plantation,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC",2013-01-16,Watchlist,9000000004,450000000200
MAHA,Mandiri Herindo Adiperkasa Tbk,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,A122,"COMPOSITE, IDXENERGY, IDXSMC-COM, ISSI, MBX",2023-07-25,Main,16666000000,2416570000000
MAIN,Malindo Feedmill Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat, & Poultry",D231,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",2006-02-10,Main,2238750000,1511156250000
MANG,Manggung Polahraya Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,ABX,2024-01-11,Acceleration,3812605641,148691619180
MAPA,Map Aktif Adiperkasa Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Apparel & Textile Retail,E741,"COMPOSITE, ECONOMIC30, IDX80, IDXCYCLIC, IDXESGL, IDXG30, IDXSHAGROW, IDXSMC-COM, IDXSMC-LIQ, IDXVESTA28, ISSI, JII70, KOMPAS100, MBX",2018-07-05,Main,28504000000,18527600000000
MAPB,MAP Boga Adiperkasa Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants,E515,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI",2017-06-21,Watchlist,2387922900,2793869793000
MAPI,Mitra Adiperkasa Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Apparel & Textile Retail,E741,"BISNIS-27, COMPOSITE, ECONOMIC30, ESGSKEHATI, IDX80, IDXCYCLIC, IDXESGL, IDXLQ45LCL, IDXSMC-COM, IDXSMC-LIQ, IDXV30, IDXVESTA28, ISSI, JII70, KOMPAS100, LQ45, MBX, MNC36",2004-11-10,Main,16600000000,25813000000000
MARI,Mahaka Radio Integra Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Broadcasting,E612,"COMPOSITE, IDXCYCLIC",2016-02-11,Watchlist,5252644000,120810812000
MARK,Mark Dynamics Indonesia Tbk.,Industrials,Industrial Goods,Machinery,Industrial Machinery & Components,C143,"COMPOSITE, IDXINDUST, IDXSMC-COM, ISSI, JII70, MBX",2017-07-12,Main,3800000310,4066000331700
MASB,Bank Multiarta Sentosa Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",2021-06-30,Main,1387737233,4704429219870
MAXI,Maxindo Karya Anugerah Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, DBX, IDXNONCYC, ISSI",2023-06-12,Development,9610099981,480504999050
MAYA,Bank Mayapada Internasional Tb,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",,Main,25906179152,5077611113792
MBAP,Mitrabara Adiperdana Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production,A121,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM, ISSI",2014-07-10,Development,1227271952,1742726171840
MBMA,Merdeka Battery Materials Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,B146,"BISNIS-27, COMPOSITE, ECONOMIC30, ESGSKEHATI, I-GRADE, IDX30, IDX80, IDXBASIC, IDXLQ45LCL, ISSI, JII, JII70, KOMPAS100, LQ45, MBX",2023-04-18,Main,107995419900,54537687049500
MBSS,Mitrabahtera Segara Sejati Tbk,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,A122,"COMPOSITE, IDXENERGY, IDXSMC-COM, MBX",2011-04-06,Main,1750026639,4970075654760
MBTO,Martina Berto Tbk.,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products,D421,"COMPOSITE, DBX, IDXNONCYC, ISSI",2011-01-13,Development,1070000000,129470000000
MCAS,M Cash Integrasi Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,"COMPOSITE, DBX, IDXTECHNO, ISSI",2017-11-01,Development,867933300,229134391200
MCOL,Prima Andalan Mandiri Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production,A121,"COMPOSITE, IDXENERGY, IDXSMC-COM, ISSI, MBX",2021-09-07,Main,3555560000,13511128000000
MCOR,Bank China Construction Bank I,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",2007-07-03,Main,37540533209,2590296791421
MDIA,Intermedia Capital Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Broadcasting,E612,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",2014-04-11,Development,39215538400,7490167834400
MDIY,Daya Intiguna Yasa Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Home Improvement Retail,E743,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI, MBX",2024-12-19,Main,25190392000,23049208680000
MDKA,Merdeka Copper Gold Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,B146,"COMPOSITE, ECONOMIC30, I-GRADE, IDX30, IDX80, IDXBASIC, IDXLQ45LCL, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, MNC36",2015-06-19,Main,24472983771,66566515857120
MDKI,Emdeki Utama Tbk.,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,B111,"COMPOSITE, DBX, IDXBASIC, ISSI",2017-09-25,Development,2530150002,460487300364
MDLA,Medela Potentia Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,F211,"COMPOSITE, IDXHEALTH, IDXSMC-COM, ISSI, MBX",2025-04-15,Main,14012825000,2970718900000
MDLN,Modernland Realty Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT",1993-01-18,Development,12533067322,626653366100
MDRN,Modern Internasional Tbk.,Industrials,Industrial Services,Commercial Services,Office Supplies,C223,"COMPOSITE, IDXINDUST",1991-07-16,Watchlist,7632167798,198436362748
MEDC,Medco Energi Internasional Tbk,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Production & Refinery,A111,"BISNIS-27, COMPOSITE, ESGQKEHATI, ESGSKEHATI, I-GRADE, IDX30, IDX80, IDXENERGY, IDXG30, IDXLQ45LCL, IDXSHAGROW, IDXSMC-COM, IDXSMC-LIQ, IDXV30, IDXVESTA28, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, SMinfra18",1994-10-12,Main,25136231252,32300057158820
MEDS,Hetzer Medical Indonesia Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment & Supplies,Healthcare Supplies & Distributions,F112,"COMPOSITE, DBX, IDXHEALTH, ISSI",,Development,1562500000,118750000000
MEGA,Bank Mega Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",2000-04-17,Main,23247028262,45796645676140
MEJA,Harta Djaya Karya Tbk.,Consumer Cyclicals,Household Goods,Household Goods,Home Furnishings,E211,ABX,2024-02-12,Acceleration,2608081058,247767700510
MENN,Menn Teknologi Indonesia Tbk.,Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,I231,,2023-04-18,Watchlist,1434052006,76004756318
MERI,Merry Riana Edukasi Tbk.,Consumer Cyclicals,Consumer Services,Education & Support Services,Education Services,E521,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2025-07-10,Development,1035132500,106618647500
MERK,Merck Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,F211,"COMPOSITE, IDXHEALTH, IDXSMC-COM, ISSI, MBX",1981-07-23,Main,448000000,1702400000000
META,Nusantara Infrastructure Tbk.,Infrastructures,Transportation Infrastructure,Transport Infrastructure Operator,Highways & Railtracks,J112,"COMPOSITE, DBX, IDXINFRA, IDXSMC-COM, ISSI",2001-07-18,Development,17710708194,4215148550172
MFMI,Multifiling Mitra Indonesia Tb,Industrials,Industrial Services,Commercial Services,Business Support Services,C224,"COMPOSITE, IDXINDUST, ISSI",2010-12-29,Watchlist,757581000,984855300000
MGLV,NexAI Digital Infrastruktur Tb,Consumer Cyclicals,Household Goods,Household Goods,Home Furnishings,E211,ABX,2021-06-08,Acceleration,1904883411,15905776481850
MGNA,Magna Investama Mandiri Tbk.,Financials,Holding & Investment Companies,Holding & Investment Companies,Investment Companies,G512,"COMPOSITE, DBX, IDXCYCLIC",2014-07-08,Development,3411123326,392276997490
MGRO,Mahkota Group Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM",2018-07-12,Development,3554445700,2523656447000
MHKI,Multi Hanna Kreasindo Tbk.,Industrials,Industrial Services,Commercial Services,Environmental & Facilities Services,C222,"COMPOSITE, DBX, IDXINDUST, ISSI",2024-04-16,Development,3750000000,502500000000
MICE,Multi Indocitra Tbk.,Consumer Cyclicals,Household Goods,Household Goods,Housewares & Specialties,E213,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2005-12-21,Development,600000000,312000000000
MIDI,Midi Utama Indonesia Tbk.,Consumer Non-Cyclicals,Food & Staples Retailing,Food & Staples Retailing,Supermarkets & Convenience Store,D113,"COMPOSITE, IDXNONCYC, IDXSMC-COM, IDXSMC-LIQ, MBX",2010-11-30,Main,33435294800,9495623723200
MIKA,Mitra Keluarga Karyasehat Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,F121,"BISNIS-27, COMPOSITE, IDX80, IDXESGL, IDXHEALTH, IDXQ30, IDXSMC-COM, IDXSMC-LIQ, ISSI, JII70, KOMPAS100, MBX, MNC36, SMinfra18",2015-03-24,Main,13907481500,24546704847500
MINA,Sanurhasta Mitra Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM",2017-04-28,Development,9843750000,2677500000000
MINE,Sinar Terang Mandiri Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,B146,"COMPOSITE, DBX, IDXBASIC, IDXSMC-COM, ISSI",2025-03-10,Development,4084435300,906744636600
MIRA,Mitra International Resources,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, IDXTRANS, ISSI",1997-01-30,Watchlist,3961452039,91113396897
MITI,Mitra Investindo Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, DBX, IDXSMC-COM, IDXTRANS, ISSI",1997-07-16,Development,3750526603,607585309686
MKAP,Multikarya Asia Pasifik Raya T,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM, ISSI",2024-02-12,Development,3250000000,3770000000000
MKNT,Mitra Komunikasi Nusantara Tbk,Consumer Cyclicals,Retailing,Consumer Distributors,Consumer Distributors,E711,"COMPOSITE, IDXCYCLIC, ISSI",2015-10-26,Watchlist,5500000000,5500000000
MKPI,Metropolitan Kentjana Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM, ISSI",2009-07-10,Development,948194000,20646924350000
MKTR,Menthobi Karyatama Raya Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",2022-11-08,Main,12060428584,1507553573000
MLBI,Multi Bintang Indonesia Tbk.,Consumer Non-Cyclicals,Food & Beverage,Beverages,Liquors,D211,"COMPOSITE, IDXNONCYC, IDXSMC-COM, MBX",1981-12-15,Main,2107000000,14327600000000
MLIA,Mulia Industrindo Tbk,Industrials,Industrial Goods,Building Products & Fixtures,Building Products & Fixtures,C121,"COMPOSITE, IDXINDUST, IDXSMC-COM, ISSI",1994-01-17,Watchlist,6615000000,1534680000000
MLPL,Multipolar Tbk.,Industrials,Multi-sector Holdings,Multi-sector Holdings,Multi-sector Holdings,C311,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",1989-11-06,Main,15682323987,1521185426739
MLPT,Multipolar Technology Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting,I121,"COMPOSITE, DBX, IDXTECHNO, ISSI",2013-07-08,Development,46875000000,90234375000000
MMIX,Multi Medika Internasional Tbk,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment & Supplies,Healthcare Supplies & Distributions,F112,"COMPOSITE, IDXHEALTH, IDXSMC-COM, ISSI",2022-12-06,Development,4800425380,3528312654300
MMLP,Mega Manunggal Property Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM, ISSI",2015-06-12,Development,6889134608,2052962113184
MNCN,Media Nusantara Citra Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Broadcasting,E612,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, IDXSMC-LIQ, ISSI, MBX, MNC36",2007-06-22,Main,15049787710,3160455419100
MOLI,Madusari Murni Indah Tbk.,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,B111,"COMPOSITE, DBX, IDXBASIC",,Development,2724036581,719145657384
MORA,Ekamas Mora Republik Tbk.,Infrastructures,Telecommunication,Telecommunication Service,Wired Telecommunication Service,J311,"COMPOSITE, IDXINFRA, ISSI, MBX",,Main,47774192736,298588704600000
MPIX,Mitra Pedagang Indonesia Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,"COMPOSITE, DBX, IDXTECHNO, ISSI",2024-02-07,Development,1562574308,150007133568
MPMX,Mitra Pinasthika Mustika Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Automotive Retail,E745,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI, MBX",2013-05-29,Main,4386963276,4430832908760
MPOW,Megapower Makmur Tbk.,Infrastructures,Utilities,Electric Utilities,Electric Utilities,J411,"COMPOSITE, DBX, IDXINFRA, ISSI",2017-07-05,Development,816997053,86601687618
MPPA,Matahari Putra Prima Tbk.,Consumer Non-Cyclicals,Food & Staples Retailing,Food & Staples Retailing,Supermarkets & Convenience Store,D113,"COMPOSITE, IDXNONCYC, ISSI",1992-12-21,Watchlist,33828872408,1589957003176
MPRO,Maha Properti Indonesia Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT",2018-10-09,Development,9942500000,109367500000000
MPXL,MPX Logistics International Tb,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, DBX, IDXTRANS",2023-05-09,Development,2000014587,306002231811
MRAT,Mustika Ratu Tbk.,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products,D421,"COMPOSITE, DBX, IDXNONCYC, ISSI",1995-07-27,Development,428000000,188320000000
MREI,Maskapai Reasuransi Indonesia,Financials,Insurance,Insurance,Reasurance,G414,"COMPOSITE, DBX, IDXFINANCE",1989-09-04,Development,517791681,476368346520
MSIE,Multisarana Intan Eduka Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,,,Acceleration,1460007754,140160744384
MSIN,MNC Digital Entertainment Tbk.,Consumer Cyclicals,Media & Entertainment,Entertainment & Movie Production,Entertainment & Movie Production,E621,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI, MBX, MNC36",2018-06-08,Main,60676178205,24270471282000
MSJA,Multi Spunindo Jaya Tbk.,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products,D421,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",2024-01-10,Development,5882352900,2305882336800
MSKY,MNC Sky Vision Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Cable & Satellite,E613,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2012-07-09,Development,1994370480,131628451680
MSTI,Mastersystem Infotama Tbk.,Technology,Technology Hardware & Equipment,Networking Equipment,Networking Equipment,I211,"COMPOSITE, IDXSMC-COM, IDXTECHNO, ISSI, MBX",2023-11-08,Main,3139416200,4175423546000
MTDL,Metrodata Electronics Tbk.,Technology,Technology Hardware & Equipment,Computer Hardware,Computer Hardware,I221,"COMPOSITE, IDXSMC-COM, IDXTECHNO, ISSI, MBX",1990-04-09,Main,12276884585,6199826715425
MTEL,Dayamitra Telekomunikasi Tbk.,Infrastructures,Telecommunication,Wireless Telecommunication Services,Wireless Telecommunication Services,J321,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDXBUMN20, IDXINFRA, IDXMESBUMN, ISSI, JII70, KOMPAS100, MBX, MNC36, SRI-KEHATI",2021-11-22,Main,83559677444,38604570979128
MTFN,Capitalinc Investment Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution,A112,"COMPOSITE, IDXENERGY, IDXSMC-COM",1990-04-16,Watchlist,31842082852,413947077076
MTLA,Metropolitan Land Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT, IDXSMC-COM, ISSI, MBX",2011-06-20,Main,7655126330,4363422008100
MTMH,Murni Sadar Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,F121,"COMPOSITE, IDXHEALTH, IDXSMC-COM, ISSI, MBX",2022-04-20,Main,2068526950,1882359524500
MTPS,Meta Epsi Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, IDXINFRA, ISSI",2019-04-10,Watchlist,2084850829,168872917149
MTRA,Mitra Pemuda Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, IDXINFRA",2016-02-10,Watchlist,770000000,187880000000
MTSM,Metro Realty Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT, ISSI",1992-01-08,Watchlist,232848000,116424000000
MTWI,Malacca Trust Wuwungan Insuran,Financials,Insurance,Insurance,General Insurance,G412,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",2017-10-12,Development,2924486639,754517552862
MUTU,Mutuagung Lestari Tbk.,Industrials,Industrial Services,Professional Services,Research & Consulting Services,C232,"COMPOSITE, DBX, IDXINDUST, ISSI",,Development,3452228885,376292948465
